ensg_b,symbol,name
ENSG00000105672,ETV2,ETS variant transcription factor 2
ENSG00000105676,ARMC6,armadillo repeat containing 6
ENSG00000105677,TMEM147,transmembrane protein 147
ENSG00000105696,TMEM59L,transmembrane protein 59 like
ENSG00000105698,USF2,"upstream transcription factor 2, c-fos interacting"
ENSG00000105699,LSR,lipolysis stimulated lipoprotein receptor
ENSG00000105700,KXD1,KxDL motif containing 1
ENSG00000105701,FKBP8,FKBP prolyl isomerase 8
ENSG00000105705,SUGP1,SURP and G-patch domain containing 1
ENSG00000105707,HPN,hepsin
ENSG00000105708,ZNF14,zinc finger protein 14
ENSG00000105711,SCN1B,sodium voltage-gated channel beta subunit 1
ENSG00000105717,PBX4,PBX homeobox 4
ENSG00000105722,ERF,ETS2 repressor factor
ENSG00000105723,GSK3A,glycogen synthase kinase 3 alpha
ENSG00000105726,ATP13A1,ATPase 13A1
ENSG00000105732,ZNF574,zinc finger protein 574
ENSG00000105737,GRIK5,glutamate ionotropic receptor kainate type subunit 5
ENSG00000105738,SIPA1L3,signal induced proliferation associated 1 like 3
ENSG00000105750,ZNF85,zinc finger protein 85
ENSG00000105755,ETHE1,ETHE1 persulfide dioxygenase
ENSG00000105767,CADM4,cell adhesion molecule 4
ENSG00000105771,SMG9,SMG9 nonsense mediated mRNA decay factor
ENSG00000105778,AVL9,AVL9 cell migration associated
ENSG00000105784,RUNDC3B,RUN domain containing 3B
ENSG00000105792,CFAP69,cilia and flagella associated protein 69
ENSG00000105793,GTPBP10,GTP binding protein 10
ENSG00000105808,RASA4,RAS p21 protein activator 4
ENSG00000105810,CDK6,cyclin dependent kinase 6
ENSG00000105819,PMPCB,"peptidase, mitochondrial processing subunit beta"
ENSG00000105821,DNAJC2,DnaJ heat shock protein family (Hsp40) member C2
ENSG00000105825,TFPI2,tissue factor pathway inhibitor 2
ENSG00000105829,BET1,Bet1 golgi vesicular membrane trafficking protein
ENSG00000105835,NAMPT,nicotinamide phosphoribosyltransferase
ENSG00000105849,POLR1F,RNA polymerase I subunit F
ENSG00000105851,PIK3CG,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma"
ENSG00000105852,PON3,paraoxonase 3
ENSG00000105854,PON2,paraoxonase 2
ENSG00000105855,ITGB8,integrin subunit beta 8
ENSG00000105856,HBP1,HMG-box transcription factor 1
ENSG00000105865,DUS4L,dihydrouridine synthase 4 like
ENSG00000105866,SP4,Sp4 transcription factor
ENSG00000105875,WDR91,WD repeat domain 91
ENSG00000105877,DNAH11,dynein axonemal heavy chain 11
ENSG00000105879,CBLL1,Cbl proto-oncogene like 1
ENSG00000105880,DLX5,distal-less homeobox 5
ENSG00000105887,MTPN,myotrophin
ENSG00000105889,STEAP1B,STEAP family member 1B
ENSG00000105894,PTN,pleiotrophin
ENSG00000105926,PALS2,"protein associated with LIN7 2, MAGUK p55 family member"
ENSG00000105928,GSDME,gasdermin E
ENSG00000105939,ZC3HAV1,"zinc finger CCCH-type containing, antiviral 1"
ENSG00000105948,IFT56,intraflagellar transport 56
ENSG00000105953,OGDH,oxoglutarate dehydrogenase
ENSG00000105963,ADAP1,ArfGAP with dual PH domains 1
ENSG00000105967,TFEC,transcription factor EC
ENSG00000105968,H2AZ2,H2A.Z variant histone 2
ENSG00000105971,CAV2,caveolin 2
ENSG00000105974,CAV1,caveolin 1
ENSG00000105976,MET,"MET proto-oncogene, receptor tyrosine kinase"
ENSG00000105982,RNF32,ring finger protein 32
ENSG00000105983,LMBR1,limb development membrane protein 1
ENSG00000105989,WNT2,Wnt family member 2
ENSG00000105991,HOXA1,homeobox A1
ENSG00000105993,DNAJB6,DnaJ heat shock protein family (Hsp40) member B6
ENSG00000105996,HOXA2,homeobox A2
ENSG00000105997,HOXA3,homeobox A3
ENSG00000106003,LFNG,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
ENSG00000106004,HOXA5,homeobox A5
ENSG00000106006,HOXA6,homeobox A6
ENSG00000106009,BRAT1,BRCA1 associated ATM activator 1
ENSG00000106012,IQCE,IQ motif containing E
ENSG00000106025,TSPAN12,tetraspanin 12
ENSG00000106028,SSBP1,single stranded DNA binding protein 1
ENSG00000106031,HOXA13,homeobox A13
ENSG00000106034,CPED1,cadherin like and PC-esterase domain containing 1
ENSG00000106049,HIBADH,3-hydroxyisobutyrate dehydrogenase
ENSG00000106052,TAX1BP1,Tax1 binding protein 1
ENSG00000106066,CPVL,carboxypeptidase vitellogenic like
ENSG00000106069,CHN2,chimerin 2
ENSG00000106070,GRB10,growth factor receptor bound protein 10
ENSG00000106077,ABHD11,abhydrolase domain containing 11
ENSG00000106078,COBL,cordon-bleu WH2 repeat protein
ENSG00000106080,FKBP14,FKBP prolyl isomerase 14
ENSG00000106086,PLEKHA8,pleckstrin homology domain containing A8
ENSG00000106089,STX1A,syntaxin 1A
ENSG00000106100,NOD1,nucleotide binding oligomerization domain containing 1
ENSG00000106105,GARS1,glycyl-tRNA synthetase 1
ENSG00000106113,CRHR2,corticotropin releasing hormone receptor 2
ENSG00000106123,EPHB6,EPH receptor B6
ENSG00000106125,MINDY4,MINDY lysine 48 deubiquitinase 4
ENSG00000106144,CASP2,caspase 2
ENSG00000106153,CHCHD2,coiled-coil-helix-coiled-coil-helix domain containing 2
ENSG00000106211,HSPB1,heat shock protein family B (small) member 1
ENSG00000106236,NPTX2,neuronal pentraxin 2
ENSG00000106244,PDAP1,PDGFA associated protein 1
ENSG00000106245,BUD31,BUD31 spliceosome associated protein
ENSG00000106246,PTCD1,pentatricopeptide repeat domain 1
ENSG00000106258,CYP3A5,cytochrome P450 family 3 subfamily A member 5
ENSG00000106261,ZKSCAN1,zinc finger with KRAB and SCAN domains 1
ENSG00000106263,EIF3B,eukaryotic translation initiation factor 3 subunit B
ENSG00000106266,SNX8,sorting nexin 8
ENSG00000106268,NUDT1,nudix hydrolase 1
ENSG00000106278,PTPRZ1,protein tyrosine phosphatase receptor type Z1
ENSG00000106290,TAF6,TATA-box binding protein associated factor 6
ENSG00000106299,WASL,WASP like actin nucleation promoting factor
ENSG00000106305,AIMP2,aminoacyl tRNA synthetase complex interacting multifunctional protein 2
ENSG00000106327,TFR2,transferrin receptor 2
ENSG00000106330,MOSPD3,motile sperm domain containing 3
ENSG00000106333,PCOLCE,procollagen C-endopeptidase enhancer
ENSG00000106336,FBXO24,F-box protein 24
ENSG00000106344,RBM28,RNA binding motif protein 28
ENSG00000106346,USP42,ubiquitin specific peptidase 42
ENSG00000106348,IMPDH1,inosine monophosphate dehydrogenase 1
ENSG00000106351,AGFG2,ArfGAP with FG repeats 2
ENSG00000106355,LSM5,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated"
ENSG00000106366,SERPINE1,serpin family E member 1
ENSG00000106367,AP1S1,adaptor related protein complex 1 subunit sigma 1
ENSG00000106392,C1GALT1,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"
ENSG00000106397,PLOD3,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"
ENSG00000106399,RPA3,replication protein A3
ENSG00000106400,ZNHIT1,zinc finger HIT-type containing 1
ENSG00000106404,CLDN15,claudin 15
ENSG00000106415,GLCCI1,glucocorticoid induced 1
ENSG00000106443,PHF14,PHD finger protein 14
ENSG00000106459,NRF1,nuclear respiratory factor 1
ENSG00000106460,TMEM106B,transmembrane protein 106B
ENSG00000106462,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit
ENSG00000106477,CEP41,centrosomal protein 41
ENSG00000106479,ZNF862,zinc finger protein 862
ENSG00000106483,SFRP4,secreted frizzled related protein 4
ENSG00000106484,MEST,mesoderm specific transcript
ENSG00000106511,MEOX2,mesenchyme homeobox 2
ENSG00000106524,ANKMY2,ankyrin repeat and MYND domain containing 2
ENSG00000106526,ACTR3C,actin related protein 3C
ENSG00000106536,POU6F2,POU class 6 homeobox 2
ENSG00000106537,TSPAN13,tetraspanin 13
ENSG00000106538,RARRES2,retinoic acid receptor responder 2
ENSG00000106546,AHR,aryl hydrocarbon receptor
ENSG00000106554,CHCHD3,coiled-coil-helix-coiled-coil-helix domain containing 3
ENSG00000106560,GIMAP2,"GTPase, IMAP family member 2"
ENSG00000106565,TMEM176B,transmembrane protein 176B
ENSG00000106571,GLI3,GLI family zinc finger 3
ENSG00000106588,PSMA2,proteasome 20S subunit alpha 2
ENSG00000106591,MRPL32,mitochondrial ribosomal protein L32
ENSG00000106603,COA1,cytochrome c oxidase assembly factor 1
ENSG00000106605,BLVRA,biliverdin reductase A
ENSG00000106608,URGCP,upregulator of cell proliferation
ENSG00000106609,TMEM248,transmembrane protein 248
ENSG00000106610,STAG3L4,STAG3 cohesin complex component like 4 (pseudogene)
ENSG00000106615,RHEB,"Ras homolog, mTORC1 binding"
ENSG00000106617,PRKAG2,protein kinase AMP-activated non-catalytic subunit gamma 2
ENSG00000106624,AEBP1,AE binding protein 1
ENSG00000106628,POLD2,"DNA polymerase delta 2, accessory subunit"
ENSG00000106635,BCL7B,BAF chromatin remodeling complex subunit BCL7B
ENSG00000106636,YKT6,YKT6 vesicular SNARE protein
ENSG00000106638,TBL2,transducin beta like 2
ENSG00000106665,CLIP2,CAP-Gly domain containing linker protein 2
ENSG00000106682,EIF4H,eukaryotic translation initiation factor 4H
ENSG00000106683,LIMK1,LIM domain kinase 1
ENSG00000106686,SPATA6L,spermatogenesis associated 6 like
ENSG00000106688,SLC1A1,solute carrier family 1 member 1
ENSG00000106692,FKTN,fukutin
ENSG00000106701,FSD1L,fibronectin type III and SPRY domain containing 1 like
ENSG00000106714,CNTNAP3,contactin associated protein family member 3
ENSG00000106723,SPIN1,spindlin 1
ENSG00000106733,NMRK1,nicotinamide riboside kinase 1
ENSG00000106771,TMEM245,transmembrane protein 245
ENSG00000106772,PRUNE2,prune homolog 2 with BCH domain
ENSG00000106780,MEGF9,multiple EGF like domains 9
ENSG00000106785,TRIM14,tripartite motif containing 14
ENSG00000106789,CORO2A,coronin 2A
ENSG00000106799,TGFBR1,transforming growth factor beta receptor 1
ENSG00000106803,SEC61B,SEC61 translocon subunit beta
ENSG00000106804,C5,complement C5
ENSG00000106809,OGN,osteoglycin
ENSG00000106819,ASPN,asporin
ENSG00000106823,ECM2,extracellular matrix protein 2
ENSG00000106829,TLE4,"TLE family member 4, transcriptional corepressor"
ENSG00000106852,LHX6,LIM homeobox 6
ENSG00000106853,PTGR1,prostaglandin reductase 1
ENSG00000106868,SUSD1,sushi domain containing 1
ENSG00000106948,AKNA,AT-hook transcription factor
ENSG00000106952,TNFSF8,TNF superfamily member 8
ENSG00000106976,DNM1,dynamin 1
ENSG00000106991,ENG,endoglin
ENSG00000106992,AK1,adenylate kinase 1
ENSG00000106993,CDC37L1,"cell division cycle 37 like 1, HSP90 cochaperone"
ENSG00000107020,PLGRKT,plasminogen receptor with a C-terminal lysine
ENSG00000107021,TBC1D13,TBC1 domain family member 13
ENSG00000107036,RIC1,RIC1 partner of RAB6A GEF complex
ENSG00000107077,KDM4C,lysine demethylase 4C
ENSG00000107099,DOCK8,dedicator of cytokinesis 8
ENSG00000107104,KANK1,KN motif and ankyrin repeat domains 1
ENSG00000107130,NCS1,neuronal calcium sensor 1
ENSG00000107140,TESK1,testis associated actin remodelling kinase 1
ENSG00000107164,FUBP3,far upstream element binding protein 3
ENSG00000107175,CREB3,cAMP responsive element binding protein 3
ENSG00000107185,RGP1,RGP1 partner of RAB6A GEF complex
ENSG00000107186,MPDZ,multiple PDZ domain crumbs cell polarity complex component
ENSG00000107201,RIGI,RNA sensor RIG-I
ENSG00000107223,EDF1,endothelial differentiation related factor 1
ENSG00000107242,PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta
ENSG00000107249,GLIS3,GLIS family zinc finger 3
ENSG00000107262,BAG1,BAG cochaperone 1
ENSG00000107263,RAPGEF1,Rap guanine nucleotide exchange factor 1
ENSG00000107281,NPDC1,"neural proliferation, differentiation and control 1"
ENSG00000107282,APBA1,amyloid beta precursor protein binding family A member 1
ENSG00000107290,SETX,senataxin
ENSG00000107317,PTGDS,prostaglandin D2 synthase
ENSG00000107331,ABCA2,ATP binding cassette subfamily A member 2
ENSG00000107338,SHB,SH2 domain containing adaptor protein B
ENSG00000107341,UBE2R2,ubiquitin conjugating enzyme E2 R2
ENSG00000107362,ABHD17B,"abhydrolase domain containing 17B, depalmitoylase"
ENSG00000107371,EXOSC3,exosome component 3
ENSG00000107372,ZFAND5,zinc finger AN1-type containing 5
ENSG00000107404,DVL1,dishevelled segment polarity protein 1
ENSG00000107438,PDLIM1,PDZ and LIM domain 1
ENSG00000107443,CCNJ,cyclin J
ENSG00000107447,DNTT,DNA nucleotidylexotransferase
ENSG00000107485,GATA3,GATA binding protein 3
ENSG00000107521,HPS1,HPS1 biogenesis of lysosomal organelles complex 3 subunit 1
ENSG00000107537,PHYH,phytanoyl-CoA 2-hydroxylase
ENSG00000107551,RASSF4,Ras association domain family member 4
ENSG00000107554,DNMBP,dynamin binding protein
ENSG00000107560,RAB11FIP2,RAB11 family interacting protein 2
ENSG00000107562,CXCL12,C-X-C motif chemokine ligand 12
ENSG00000107566,ERLIN1,ER lipid raft associated 1
ENSG00000107581,EIF3A,eukaryotic translation initiation factor 3 subunit A
ENSG00000107611,CUBN,cubilin
ENSG00000107614,TRDMT1,tRNA aspartic acid methyltransferase 1
ENSG00000107625,DDX50,DExD-box helicase 50
ENSG00000107643,MAPK8,mitogen-activated protein kinase 8
ENSG00000107651,SEC23IP,SEC23 interacting protein
ENSG00000107669,ATE1,arginyltransferase 1
ENSG00000107672,NSMCE4A,NSE4A component of SMC5/6 complex
ENSG00000107679,PLEKHA1,pleckstrin homology domain containing A1
ENSG00000107719,PALD1,phosphatase domain containing paladin 1
ENSG00000107731,UNC5B,unc-5 netrin receptor B
ENSG00000107736,CDH23,cadherin related 23
ENSG00000107738,VSIR,V-set immunoregulatory receptor
ENSG00000107742,SPOCK2,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2"
ENSG00000107745,MICU1,mitochondrial calcium uptake 1
ENSG00000107758,PPP3CB,protein phosphatase 3 catalytic subunit beta
ENSG00000107771,CCSER2,coiled-coil serine rich protein 2
ENSG00000107779,BMPR1A,bone morphogenetic protein receptor type 1A
ENSG00000107789,MINPP1,multiple inositol-polyphosphate phosphatase 1
ENSG00000107796,ACTA2,"actin alpha 2, smooth muscle"
ENSG00000107798,LIPA,"lipase A, lysosomal acid type"
ENSG00000107815,TWNK,twinkle mtDNA helicase
ENSG00000107816,LZTS2,leucine zipper tumor suppressor 2
ENSG00000107819,SFXN3,sideroflexin 3
ENSG00000107821,KAZALD1,Kazal type serine peptidase inhibitor domain 1
ENSG00000107829,FBXW4,F-box and WD repeat domain containing 4
ENSG00000107833,NPM3,nucleophosmin/nucleoplasmin 3
ENSG00000107854,TNKS2,tankyrase 2
ENSG00000107862,GBF1,golgi brefeldin A resistant guanine nucleotide exchange factor 1
ENSG00000107863,ARHGAP21,Rho GTPase activating protein 21
ENSG00000107864,CPEB3,cytoplasmic polyadenylation element binding protein 3
ENSG00000107872,FBXL15,F-box and leucine rich repeat protein 15
ENSG00000107874,CUEDC2,CUE domain containing 2
ENSG00000107882,SUFU,SUFU negative regulator of hedgehog signaling
ENSG00000107890,ANKRD26,ankyrin repeat domain 26
ENSG00000107897,ACBD5,acyl-CoA binding domain containing 5
ENSG00000107902,LHPP,phospholysine phosphohistidine inorganic pyrophosphate phosphatase
ENSG00000107929,LARP4B,La ribonucleoprotein 4B
ENSG00000107937,GTPBP4,GTP binding protein 4
ENSG00000107938,EDRF1,erythroid differentiation regulatory factor 1
ENSG00000107949,BCCIP,BRCA2 and CDKN1A interacting protein
ENSG00000107951,MTPAP,mitochondrial poly(A) polymerase
ENSG00000107954,NEURL1,neuralized E3 ubiquitin protein ligase 1
ENSG00000107957,SH3PXD2A,SH3 and PX domains 2A
ENSG00000107959,PITRM1,pitrilysin metallopeptidase 1
ENSG00000107960,STN1,STN1 subunit of CST complex
ENSG00000107968,MAP3K8,mitogen-activated protein kinase kinase kinase 8
ENSG00000107984,DKK1,dickkopf Wnt signaling pathway inhibitor 1
ENSG00000108001,EBF3,EBF transcription factor 3
ENSG00000108010,GLRX3,glutaredoxin 3
ENSG00000108021,TASOR2,transcription activation suppressor family member 2
ENSG00000108039,XPNPEP1,X-prolyl aminopeptidase 1
ENSG00000108055,SMC3,structural maintenance of chromosomes 3
ENSG00000108061,SHOC2,SHOC2 leucine rich repeat scaffold protein
ENSG00000108064,TFAM,"transcription factor A, mitochondrial"
ENSG00000108091,CCDC6,coiled-coil domain containing 6
ENSG00000108094,CUL2,cullin 2
ENSG00000108100,CCNY,cyclin Y
ENSG00000108106,UBE2S,ubiquitin conjugating enzyme E2 S
ENSG00000108107,RPL28,ribosomal protein L28
ENSG00000108175,ZMIZ1,zinc finger MIZ-type containing 1
ENSG00000108176,DNAJC12,DnaJ heat shock protein family (Hsp40) member C12
ENSG00000108179,PPIF,peptidylprolyl isomerase F
ENSG00000108187,PBLD,phenazine biosynthesis like protein domain containing
ENSG00000108219,TSPAN14,tetraspanin 14
ENSG00000108239,TBC1D12,TBC1 domain family member 12
ENSG00000108255,CRYBA1,crystallin beta A1
ENSG00000108256,NUFIP2,nuclear FMR1 interacting protein 2
ENSG00000108262,GIT1,GIT ArfGAP 1
ENSG00000108298,RPL19,ribosomal protein L19
ENSG00000108306,FBXL20,F-box and leucine rich repeat protein 20
ENSG00000108309,RUNDC3A,RUN domain containing 3A
ENSG00000108312,UBTF,upstream binding transcription factor
ENSG00000108342,CSF3,colony stimulating factor 3
ENSG00000108344,PSMD3,"proteasome 26S subunit, non-ATPase 3"
ENSG00000108349,CASC3,CASC3 exon junction complex subunit
ENSG00000108352,RAPGEFL1,Rap guanine nucleotide exchange factor like 1
ENSG00000108370,RGS9,regulator of G protein signaling 9
ENSG00000108379,WNT3,Wnt family member 3
ENSG00000108381,ASPA,aspartoacylase
ENSG00000108384,RAD51C,RAD51 paralog C
ENSG00000108387,SEPTIN4,septin 4
ENSG00000108389,MTMR4,myotubularin related protein 4
ENSG00000108395,TRIM37,tripartite motif containing 37
ENSG00000108405,P2RX1,purinergic receptor P2X 1
ENSG00000108406,DHX40,DEAH-box helicase 40
ENSG00000108423,TUBD1,tubulin delta 1
ENSG00000108424,KPNB1,karyopherin subunit beta 1
ENSG00000108433,GOSR2,golgi SNAP receptor complex member 2
ENSG00000108439,PNPO,pyridoxamine 5'-phosphate oxidase
ENSG00000108443,RPS6KB1,ribosomal protein S6 kinase B1
ENSG00000108448,TRIM16L,tripartite motif containing 16 like (pseudogene)
ENSG00000108465,CDK5RAP3,CDK5 regulatory subunit associated protein 3
ENSG00000108468,CBX1,chromobox 1
ENSG00000108469,RECQL5,RecQ like helicase 5
ENSG00000108474,PIGL,phosphatidylinositol glycan anchor biosynthesis class L
ENSG00000108479,GALK1,galactokinase 1
ENSG00000108506,INTS2,integrator complex subunit 2
ENSG00000108509,CAMTA2,calmodulin binding transcription activator 2
ENSG00000108510,MED13,mediator complex subunit 13
ENSG00000108511,HOXB6,homeobox B6
ENSG00000108515,ENO3,enolase 3
ENSG00000108518,PFN1,profilin 1
ENSG00000108523,RNF167,ring finger protein 167
ENSG00000108528,SLC25A11,solute carrier family 25 member 11
ENSG00000108551,RASD1,ras related dexamethasone induced 1
ENSG00000108556,CHRNE,cholinergic receptor nicotinic epsilon subunit
ENSG00000108557,RAI1,retinoic acid induced 1
